"purchaseorderid","purchaseorderdetailid","duedate","orderqty","productid","unitprice","receivedqty","rejectedqty","modifieddate"
124,275,2012-03-23 00:00:00.000,550,510,23.4045,550.00,550.00,2012-03-16 00:00:00.000
124,276,2012-03-23 00:00:00.000,550,511,27.867,550.00,550.00,2012-03-16 00:00:00.000
125,277,2012-03-23 00:00:00.000,550,527,6.7515,550.00,0.00,2012-03-16 00:00:00.000
126,278,2012-03-23 00:00:00.000,550,938,31.4895,468.00,0.00,2012-03-16 00:00:00.000
126,279,2012-03-23 00:00:00.000,550,939,48.2895,550.00,0.00,2012-03-16 00:00:00.000
126,280,2012-03-23 00:00:00.000,550,509,36.2775,550.00,0.00,2012-03-16 00:00:00.000
127,281,2012-03-23 00:00:00.000,60,492,50.7465,60.00,0.00,2012-03-16 00:00:00.000
127,282,2012-03-23 00:00:00.000,60,493,58.2645,60.00,0.00,2012-03-16 00:00:00.000
127,283,2012-03-23 00:00:00.000,60,494,50.7465,60.00,0.00,2012-03-16 00:00:00.000
127,284,2012-03-23 00:00:00.000,60,495,62.9265,60.00,0.00,2012-03-16 00:00:00.000
127,285,2012-03-23 00:00:00.000,60,496,49.6545,60.00,0.00,2012-03-16 00:00:00.000
128,286,2012-03-23 00:00:00.000,550,523,10.3845,550.00,0.00,2012-03-16 00:00:00.000
129,287,2012-03-28 00:00:00.000,3,425,45.5805,3.00,0.00,2012-03-21 00:00:00.000
129,288,2012-03-28 00:00:00.000,3,426,43.4805,3.00,0.00,2012-03-21 00:00:00.000
129,289,2012-03-28 00:00:00.000,3,427,47.754,3.00,0.00,2012-03-21 00:00:00.000
129,290,2012-03-28 00:00:00.000,3,428,43.4805,3.00,0.00,2012-03-21 00:00:00.000
129,291,2012-03-28 00:00:00.000,3,429,41.3805,3.00,0.00,2012-03-21 00:00:00.000
130,292,2012-03-28 00:00:00.000,3,490,12.7155,3.00,0.00,2012-03-21 00:00:00.000
130,293,2012-03-28 00:00:00.000,3,491,19.9395,3.00,0.00,2012-03-21 00:00:00.000
131,294,2012-03-28 00:00:00.000,3,528,38.157,3.00,0.00,2012-03-21 00:00:00.000
132,295,2012-03-28 00:00:00.000,3,505,44.2155,3.00,0.00,2012-03-21 00:00:00.000
133,296,2012-04-11 00:00:00.000,550,938,31.4895,550.00,0.00,2012-04-04 00:00:00.000
133,297,2012-04-11 00:00:00.000,550,939,48.2895,550.00,0.00,2012-04-04 00:00:00.000
134,298,2012-04-11 00:00:00.000,60,358,6.9825,60.00,60.00,2012-04-04 00:00:00.000
135,299,2012-04-11 00:00:00.000,3,379,45.444,3.00,0.00,2012-04-04 00:00:00.000
135,300,2012-04-11 00:00:00.000,3,380,41.1705,3.00,0.00,2012-04-04 00:00:00.000
135,301,2012-04-11 00:00:00.000,3,381,39.0705,3.00,0.00,2012-04-04 00:00:00.000
135,302,2012-04-11 00:00:00.000,3,438,47.6805,3.00,0.00,2012-04-04 00:00:00.000
135,303,2012-04-11 00:00:00.000,3,439,45.5805,3.00,0.00,2012-04-04 00:00:00.000
135,304,2012-04-11 00:00:00.000,3,440,49.854,3.00,0.00,2012-04-04 00:00:00.000
135,305,2012-04-11 00:00:00.000,3,441,45.5805,3.00,0.00,2012-04-04 00:00:00.000
135,306,2012-04-11 00:00:00.000,3,442,43.4805,3.00,0.00,2012-04-04 00:00:00.000
135,307,2012-04-11 00:00:00.000,3,443,47.754,3.00,0.00,2012-04-04 00:00:00.000
135,308,2012-04-11 00:00:00.000,3,444,43.4805,3.00,0.00,2012-04-04 00:00:00.000
135,309,2012-04-11 00:00:00.000,3,445,41.3805,3.00,0.00,2012-04-04 00:00:00.000
135,310,2012-04-11 00:00:00.000,3,446,45.654,3.00,0.00,2012-04-04 00:00:00.000
135,311,2012-04-11 00:00:00.000,3,447,41.3805,3.00,0.00,2012-04-04 00:00:00.000
135,312,2012-04-11 00:00:00.000,3,448,39.2805,3.00,0.00,2012-04-04 00:00:00.000
135,313,2012-04-11 00:00:00.000,3,449,43.554,3.00,0.00,2012-04-04 00:00:00.000
135,314,2012-04-11 00:00:00.000,3,450,39.2805,3.00,0.00,2012-04-04 00:00:00.000
135,315,2012-04-11 00:00:00.000,3,451,37.1805,3.00,0.00,2012-04-04 00:00:00.000
135,316,2012-04-11 00:00:00.000,3,452,41.454,3.00,0.00,2012-04-04 00:00:00.000
135,317,2012-04-11 00:00:00.000,3,453,37.1805,3.00,0.00,2012-04-04 00:00:00.000
135,318,2012-04-11 00:00:00.000,3,454,47.523,3.00,0.00,2012-04-04 00:00:00.000
135,319,2012-04-11 00:00:00.000,3,455,45.423,3.00,0.00,2012-04-04 00:00:00.000
135,320,2012-04-11 00:00:00.000,3,456,49.6965,3.00,0.00,2012-04-04 00:00:00.000
135,321,2012-04-11 00:00:00.000,3,457,45.423,3.00,0.00,2012-04-04 00:00:00.000
135,322,2012-04-11 00:00:00.000,3,458,43.323,3.00,0.00,2012-04-04 00:00:00.000
135,323,2012-04-11 00:00:00.000,3,459,47.5965,3.00,0.00,2012-04-04 00:00:00.000
135,324,2012-04-11 00:00:00.000,3,460,43.323,3.00,0.00,2012-04-04 00:00:00.000
136,325,2012-04-11 00:00:00.000,60,356,3.381,51.00,0.00,2012-04-04 00:00:00.000
136,326,2012-04-11 00:00:00.000,60,357,4.3155,60.00,0.00,2012-04-04 00:00:00.000
137,327,2012-04-25 00:00:00.000,3,380,43.344,3.00,0.00,2012-04-18 00:00:00.000
137,328,2012-04-25 00:00:00.000,3,381,39.0705,3.00,0.00,2012-04-18 00:00:00.000
137,329,2012-04-25 00:00:00.000,3,382,36.9705,3.00,0.00,2012-04-18 00:00:00.000
137,330,2012-04-25 00:00:00.000,3,383,41.244,3.00,0.00,2012-04-18 00:00:00.000
137,331,2012-04-25 00:00:00.000,3,384,36.9705,3.00,0.00,2012-04-18 00:00:00.000
137,332,2012-04-25 00:00:00.000,3,385,43.218,3.00,0.00,2012-04-18 00:00:00.000
138,333,2012-04-25 00:00:00.000,3,490,12.3585,3.00,0.00,2012-04-18 00:00:00.000
139,334,2012-04-25 00:00:00.000,550,513,39.1965,550.00,0.00,2012-04-18 00:00:00.000
140,335,2012-04-25 00:00:00.000,3,407,39.0705,3.00,0.00,2012-04-18 00:00:00.000
140,336,2012-04-25 00:00:00.000,3,408,36.9705,3.00,0.00,2012-04-18 00:00:00.000
140,337,2012-04-25 00:00:00.000,3,409,41.244,3.00,0.00,2012-04-18 00:00:00.000
141,338,2012-04-25 00:00:00.000,550,933,43.9845,550.00,0.00,2012-04-18 00:00:00.000
141,339,2012-04-25 00:00:00.000,550,934,38.1465,550.00,0.00,2012-04-18 00:00:00.000
142,340,2012-04-25 00:00:00.000,3,425,45.5805,3.00,0.00,2012-04-18 00:00:00.000
142,341,2012-04-25 00:00:00.000,3,426,43.4805,3.00,0.00,2012-04-18 00:00:00.000
143,342,2012-04-25 00:00:00.000,3,343,49.749,3.00,0.00,2012-04-18 00:00:00.000
143,343,2012-04-25 00:00:00.000,3,344,45.4755,3.00,0.00,2012-04-18 00:00:00.000
143,344,2012-04-25 00:00:00.000,3,345,43.3755,3.00,0.00,2012-04-18 00:00:00.000
144,345,2012-04-25 00:00:00.000,550,931,34.3455,550.00,550.00,2012-04-18 00:00:00.000
144,346,2012-04-25 00:00:00.000,550,932,39.2385,550.00,550.00,2012-04-18 00:00:00.000
145,347,2012-04-25 00:00:00.000,3,345,43.2705,3.00,0.00,2012-04-18 00:00:00.000
145,348,2012-04-25 00:00:00.000,3,346,47.544,3.00,0.00,2012-04-18 00:00:00.000
145,349,2012-04-25 00:00:00.000,3,347,43.2705,3.00,0.00,2012-04-18 00:00:00.000
145,350,2012-04-25 00:00:00.000,3,348,41.1705,3.00,0.00,2012-04-18 00:00:00.000
145,351,2012-04-25 00:00:00.000,3,349,45.444,3.00,0.00,2012-04-18 00:00:00.000
146,352,2012-04-25 00:00:00.000,550,928,32.7705,468.00,0.00,2012-04-18 00:00:00.000
146,353,2012-04-25 00:00:00.000,550,929,37.086,550.00,0.00,2012-04-18 00:00:00.000
146,354,2012-04-25 00:00:00.000,550,930,43.0395,550.00,0.00,2012-04-18 00:00:00.000
147,355,2012-04-25 00:00:00.000,550,332,10.815,550.00,0.00,2012-04-18 00:00:00.000
148,356,2012-04-25 00:00:00.000,550,948,82.8345,550.00,0.00,2012-04-18 00:00:00.000
148,357,2012-04-25 00:00:00.000,550,907,82.8345,550.00,0.00,2012-04-18 00:00:00.000
149,358,2012-04-25 00:00:00.000,1250,325,0.21,1250.00,0.00,2012-04-18 00:00:00.000
149,359,2012-04-25 00:00:00.000,1250,326,0.21,1250.00,0.00,2012-04-18 00:00:00.000
150,360,2012-04-25 00:00:00.000,3,320,49.644,3.00,0.00,2012-04-18 00:00:00.000
150,361,2012-04-25 00:00:00.000,3,321,44.3205,3.00,0.00,2012-04-18 00:00:00.000
150,362,2012-04-25 00:00:00.000,60,322,28.6965,60.00,0.00,2012-04-18 00:00:00.000
151,363,2012-04-25 00:00:00.000,550,930,42.5145,550.00,0.00,2012-04-18 00:00:00.000
151,364,2012-04-25 00:00:00.000,550,921,5.586,550.00,0.00,2012-04-18 00:00:00.000
152,365,2012-04-25 00:00:00.000,60,952,15.7395,60.00,9.00,2012-04-18 00:00:00.000
153,366,2012-05-16 00:00:00.000,550,922,6.531,550.00,0.00,2012-05-09 00:00:00.000
153,367,2012-05-16 00:00:00.000,550,923,6.1845,550.00,0.00,2012-05-09 00:00:00.000
154,368,2012-05-16 00:00:00.000,550,317,29.5785,550.00,550.00,2012-05-09 00:00:00.000
154,369,2012-05-16 00:00:00.000,550,318,36.099,550.00,550.00,2012-05-09 00:00:00.000
155,370,2012-05-16 00:00:00.000,550,928,32.2455,550.00,0.00,2012-05-09 00:00:00.000
155,371,2012-05-16 00:00:00.000,550,929,36.561,523.00,0.00,2012-05-09 00:00:00.000
156,372,2012-05-16 00:00:00.000,550,319,46.4205,468.00,0.00,2012-05-09 00:00:00.000
157,373,2012-06-13 00:00:00.000,3,364,47.5965,3.00,0.00,2012-06-06 00:00:00.000
157,374,2012-06-13 00:00:00.000,3,365,43.323,3.00,0.00,2012-06-06 00:00:00.000
157,375,2012-06-13 00:00:00.000,3,366,41.223,3.00,0.00,2012-06-06 00:00:00.000
157,376,2012-06-13 00:00:00.000,3,367,45.4965,3.00,0.00,2012-06-06 00:00:00.000
157,377,2012-06-13 00:00:00.000,3,368,41.223,3.00,0.00,2012-06-06 00:00:00.000
157,378,2012-06-13 00:00:00.000,3,369,39.123,3.00,0.00,2012-06-06 00:00:00.000
158,379,2012-06-13 00:00:00.000,3,2,41.916,3.00,0.00,2012-06-06 00:00:00.000
159,380,2012-06-13 00:00:00.000,3,1,50.2635,3.00,0.00,2012-06-06 00:00:00.000
160,381,2012-06-13 00:00:00.000,3,365,43.4805,3.00,0.00,2012-06-06 00:00:00.000
160,382,2012-06-13 00:00:00.000,3,366,41.3805,3.00,0.00,2012-06-06 00:00:00.000
160,383,2012-06-13 00:00:00.000,3,367,45.654,3.00,0.00,2012-06-06 00:00:00.000
161,384,2012-06-13 00:00:00.000,550,530,16.086,550.00,0.00,2012-06-06 00:00:00.000
162,385,2012-06-13 00:00:00.000,3,4,57.0255,3.00,0.00,2012-06-06 00:00:00.000
163,386,2012-06-13 00:00:00.000,550,512,37.086,550.00,0.00,2012-06-06 00:00:00.000
164,387,2012-06-13 00:00:00.000,550,513,26.5965,550.00,550.00,2012-06-06 00:00:00.000
165,388,2012-06-13 00:00:00.000,550,317,27.0585,550.00,0.00,2012-06-06 00:00:00.000
165,389,2012-06-13 00:00:00.000,550,318,33.579,523.00,0.00,2012-06-06 00:00:00.000
165,390,2012-06-13 00:00:00.000,550,319,46.0635,550.00,0.00,2012-06-06 00:00:00.000
166,391,2012-06-13 00:00:00.000,3,414,43.344,3.00,0.00,2012-06-06 00:00:00.000
166,392,2012-06-13 00:00:00.000,3,415,39.0705,3.00,0.00,2012-06-06 00:00:00.000
166,393,2012-06-13 00:00:00.000,3,416,36.9705,3.00,0.00,2012-06-06 00:00:00.000
166,394,2012-06-13 00:00:00.000,3,417,41.244,3.00,0.00,2012-06-06 00:00:00.000
167,395,2012-06-13 00:00:00.000,3,432,39.123,3.00,0.00,2012-06-06 00:00:00.000
167,396,2012-06-13 00:00:00.000,3,433,43.3965,3.00,0.00,2012-06-06 00:00:00.000
167,397,2012-06-13 00:00:00.000,3,434,39.123,3.00,0.00,2012-06-06 00:00:00.000
167,398,2012-06-13 00:00:00.000,3,435,37.023,3.00,0.00,2012-06-06 00:00:00.000
167,399,2012-06-13 00:00:00.000,3,436,41.2965,3.00,0.00,2012-06-06 00:00:00.000
167,400,2012-06-13 00:00:00.000,3,437,37.023,3.00,0.00,2012-06-06 00:00:00.000
168,401,2012-06-13 00:00:00.000,3,320,47.4705,3.00,0.00,2012-06-06 00:00:00.000
168,402,2012-06-13 00:00:00.000,3,321,42.798,3.00,0.00,2012-06-06 00:00:00.000
168,403,2012-06-13 00:00:00.000,60,322,25.4205,60.00,0.00,2012-06-06 00:00:00.000
169,404,2012-06-13 00:00:00.000,3,445,41.2965,3.00,0.00,2012-06-06 00:00:00.000
169,405,2012-06-13 00:00:00.000,3,446,37.023,3.00,0.00,2012-06-06 00:00:00.000
169,406,2012-06-13 00:00:00.000,3,447,47.6805,3.00,0.00,2012-06-06 00:00:00.000
169,407,2012-06-13 00:00:00.000,3,448,45.5805,3.00,0.00,2012-06-06 00:00:00.000
169,408,2012-06-13 00:00:00.000,3,449,49.854,3.00,0.00,2012-06-06 00:00:00.000
170,409,2012-06-13 00:00:00.000,550,941,62.9895,550.00,0.00,2012-06-06 00:00:00.000
171,410,2012-06-13 00:00:00.000,60,322,26.3655,60.00,0.00,2012-06-06 00:00:00.000
172,411,2012-06-13 00:00:00.000,3,504,48.762,3.00,0.00,2012-06-06 00:00:00.000
173,412,2012-06-25 00:00:00.000,3,497,34.188,3.00,0.00,2012-06-18 00:00:00.000
174,413,2012-06-25 00:00:00.000,3,323,50.2635,3.00,3.00,2012-06-18 00:00:00.000
175,414,2012-06-25 00:00:00.000,550,523,10.731,550.00,0.00,2012-06-18 00:00:00.000
175,415,2012-06-25 00:00:00.000,550,524,14.1225,523.00,0.00,2012-06-18 00:00:00.000
176,416,2012-06-25 00:00:00.000,60,492,50.2635,51.00,0.00,2012-06-18 00:00:00.000
176,417,2012-06-25 00:00:00.000,60,493,57.1515,60.00,0.00,2012-06-18 00:00:00.000
176,418,2012-06-25 00:00:00.000,60,494,53.2035,60.00,0.00,2012-06-18 00:00:00.000
176,419,2012-06-25 00:00:00.000,60,495,63.693,60.00,0.00,2012-06-18 00:00:00.000
177,420,2012-07-06 00:00:00.000,550,908,21.0945,550.00,0.00,2012-06-29 00:00:00.000
177,421,2012-07-06 00:00:00.000,550,909,30.4395,550.00,0.00,2012-06-29 00:00:00.000
177,422,2012-07-06 00:00:00.000,550,910,40.9395,550.00,0.00,2012-06-29 00:00:00.000
177,423,2012-07-06 00:00:00.000,550,911,21.0945,550.00,0.00,2012-06-29 00:00:00.000
177,424,2012-07-06 00:00:00.000,550,912,30.4395,550.00,0.00,2012-06-29 00:00:00.000
177,425,2012-07-06 00:00:00.000,550,913,40.9395,550.00,0.00,2012-06-29 00:00:00.000
178,426,2012-07-06 00:00:00.000,60,506,9.198,60.00,0.00,2012-06-29 00:00:00.000
179,427,2012-07-06 00:00:00.000,550,351,5.775,550.00,0.00,2012-06-29 00:00:00.000
179,428,2012-07-06 00:00:00.000,550,352,1.155,550.00,0.00,2012-06-29 00:00:00.000
179,429,2012-07-06 00:00:00.000,550,679,5.775,550.00,0.00,2012-06-29 00:00:00.000
180,430,2012-07-06 00:00:00.000,550,507,23.394,550.00,0.00,2012-06-29 00:00:00.000
180,431,2012-07-06 00:00:00.000,550,508,27.6465,550.00,55.00,2012-06-29 00:00:00.000
181,432,2012-07-06 00:00:00.000,550,535,3.486,550.00,0.00,2012-06-29 00:00:00.000
182,433,2012-07-06 00:00:00.000,550,351,6.195,550.00,82.00,2012-06-29 00:00:00.000
182,434,2012-07-06 00:00:00.000,550,352,1.47,550.00,0.00,2012-06-29 00:00:00.000
183,435,2012-07-06 00:00:00.000,550,507,22.1655,550.00,0.00,2012-06-29 00:00:00.000
183,436,2012-07-06 00:00:00.000,550,508,29.2845,550.00,0.00,2012-06-29 00:00:00.000
184,437,2012-07-06 00:00:00.000,3,491,19.9815,3.00,3.00,2012-06-29 00:00:00.000
185,438,2012-07-06 00:00:00.000,3,341,41.1705,3.00,0.00,2012-06-29 00:00:00.000
185,439,2012-07-06 00:00:00.000,3,342,39.0705,3.00,0.00,2012-06-29 00:00:00.000
185,440,2012-07-06 00:00:00.000,3,343,43.344,3.00,0.00,2012-06-29 00:00:00.000
185,441,2012-07-06 00:00:00.000,3,344,39.0705,3.00,0.00,2012-06-29 00:00:00.000
185,442,2012-07-06 00:00:00.000,3,345,36.9705,3.00,0.00,2012-06-29 00:00:00.000
185,443,2012-07-06 00:00:00.000,3,346,41.244,3.00,0.00,2012-06-29 00:00:00.000
185,444,2012-07-06 00:00:00.000,3,347,36.9705,3.00,0.00,2012-06-29 00:00:00.000
185,445,2012-07-06 00:00:00.000,3,348,34.8705,3.00,0.00,2012-06-29 00:00:00.000
185,446,2012-07-06 00:00:00.000,3,349,39.144,3.00,0.00,2012-06-29 00:00:00.000
186,447,2012-07-06 00:00:00.000,550,935,31.4895,468.00,0.00,2012-06-29 00:00:00.000
186,448,2012-07-06 00:00:00.000,550,936,48.2895,550.00,0.00,2012-06-29 00:00:00.000
187,449,2012-07-06 00:00:00.000,3,385,41.1705,3.00,0.00,2012-06-29 00:00:00.000
187,450,2012-07-06 00:00:00.000,3,386,45.444,3.00,0.00,2012-06-29 00:00:00.000
187,451,2012-07-06 00:00:00.000,3,387,41.1705,3.00,0.00,2012-06-29 00:00:00.000
187,452,2012-07-06 00:00:00.000,3,388,39.0705,3.00,0.00,2012-06-29 00:00:00.000
187,453,2012-07-06 00:00:00.000,3,389,43.344,3.00,0.00,2012-06-29 00:00:00.000
187,454,2012-07-06 00:00:00.000,3,390,39.0705,3.00,0.00,2012-06-29 00:00:00.000
188,455,2012-07-06 00:00:00.000,550,484,6.8775,550.00,0.00,2012-06-29 00:00:00.000
188,456,2012-07-06 00:00:00.000,550,485,7.8015,550.00,0.00,2012-06-29 00:00:00.000
188,457,2012-07-06 00:00:00.000,550,486,8.757,550.00,0.00,2012-06-29 00:00:00.000
188,458,2012-07-06 00:00:00.000,550,487,5.8065,550.00,0.00,2012-06-29 00:00:00.000
188,459,2012-07-06 00:00:00.000,550,488,8.862,550.00,0.00,2012-06-29 00:00:00.000
189,460,2012-07-06 00:00:00.000,3,402,47.4705,3.00,0.00,2012-06-29 00:00:00.000
190,461,2012-07-06 00:00:00.000,550,510,23.079,550.00,0.00,2012-06-29 00:00:00.000
190,462,2012-07-06 00:00:00.000,550,511,29.274,550.00,55.00,2012-06-29 00:00:00.000
190,463,2012-07-06 00:00:00.000,550,512,34.9755,550.00,0.00,2012-06-29 00:00:00.000
191,464,2012-07-06 00:00:00.000,3,408,43.2705,3.00,0.00,2012-06-29 00:00:00.000
191,465,2012-07-06 00:00:00.000,3,409,41.1705,3.00,0.00,2012-06-29 00:00:00.000
191,466,2012-07-06 00:00:00.000,550,914,21.0945,550.00,27.00,2012-06-29 00:00:00.000
191,467,2012-07-06 00:00:00.000,550,915,30.4395,550.00,0.00,2012-06-29 00:00:00.000
192,468,2012-07-06 00:00:00.000,550,525,2.3205,550.00,82.00,2012-06-29 00:00:00.000
193,469,2012-07-09 00:00:00.000,550,526,3.6435,550.00,0.00,2012-07-02 00:00:00.000
194,470,2012-07-09 00:00:00.000,550,908,21.0945,550.00,550.00,2012-07-02 00:00:00.000
194,471,2012-07-09 00:00:00.000,550,909,30.4395,550.00,550.00,2012-07-02 00:00:00.000
195,472,2012-07-09 00:00:00.000,60,356,3.6015,60.00,0.00,2012-07-02 00:00:00.000
195,473,2012-07-09 00:00:00.000,60,357,3.9795,57.00,0.00,2012-07-02 00:00:00.000
196,474,2012-07-09 00:00:00.000,550,935,31.4895,468.00,0.00,2012-07-02 00:00:00.000
196,475,2012-07-09 00:00:00.000,550,936,48.2895,550.00,0.00,2012-07-02 00:00:00.000
197,476,2012-07-09 00:00:00.000,550,524,12.9675,550.00,0.00,2012-07-02 00:00:00.000
198,477,2012-07-09 00:00:00.000,550,911,21.0945,550.00,0.00,2012-07-02 00:00:00.000
198,478,2012-07-09 00:00:00.000,550,912,30.4395,550.00,0.00,2012-07-02 00:00:00.000
199,479,2012-07-09 00:00:00.000,550,910,40.9395,550.00,0.00,2012-07-02 00:00:00.000
200,480,2012-07-09 00:00:00.000,550,937,62.9895,550.00,0.00,2012-07-02 00:00:00.000
201,481,2012-08-10 00:00:00.000,3,468,47.5965,3.00,0.00,2012-08-03 00:00:00.000
201,482,2012-08-10 00:00:00.000,3,469,43.323,3.00,0.00,2012-08-03 00:00:00.000
201,483,2012-08-10 00:00:00.000,3,470,41.223,3.00,0.00,2012-08-03 00:00:00.000
201,484,2012-08-10 00:00:00.000,3,471,45.4965,3.00,0.00,2012-08-03 00:00:00.000
202,485,2012-08-10 00:00:00.000,3,462,47.6805,3.00,0.00,2012-08-03 00:00:00.000
203,486,2012-08-10 00:00:00.000,550,510,23.4045,550.00,0.00,2012-08-03 00:00:00.000
203,487,2012-08-10 00:00:00.000,550,511,27.867,550.00,0.00,2012-08-03 00:00:00.000
204,488,2012-08-10 00:00:00.000,550,527,6.7515,550.00,550.00,2012-08-03 00:00:00.000
205,489,2012-08-10 00:00:00.000,550,938,31.4895,550.00,0.00,2012-08-03 00:00:00.000
205,490,2012-08-10 00:00:00.000,550,939,48.2895,523.00,0.00,2012-08-03 00:00:00.000
205,491,2012-08-10 00:00:00.000,550,509,36.2775,550.00,0.00,2012-08-03 00:00:00.000
206,492,2012-08-10 00:00:00.000,60,492,50.7465,51.00,0.00,2012-08-03 00:00:00.000
206,493,2012-08-10 00:00:00.000,60,493,58.2645,60.00,0.00,2012-08-03 00:00:00.000
206,494,2012-08-10 00:00:00.000,60,494,50.7465,60.00,0.00,2012-08-03 00:00:00.000
206,495,2012-08-10 00:00:00.000,60,495,62.9265,60.00,0.00,2012-08-03 00:00:00.000
207,496,2012-08-10 00:00:00.000,550,523,10.3845,550.00,0.00,2012-08-03 00:00:00.000
208,497,2012-08-10 00:00:00.000,3,430,45.654,3.00,0.00,2012-08-03 00:00:00.000
208,498,2012-08-10 00:00:00.000,3,431,41.3805,3.00,0.00,2012-08-03 00:00:00.000
208,499,2012-08-10 00:00:00.000,3,432,39.2805,3.00,0.00,2012-08-03 00:00:00.000
208,500,2012-08-10 00:00:00.000,3,433,43.554,3.00,0.00,2012-08-03 00:00:00.000
208,501,2012-08-10 00:00:00.000,3,434,39.2805,3.00,0.00,2012-08-03 00:00:00.000
209,502,2012-08-14 00:00:00.000,3,490,12.7155,3.00,0.00,2012-08-07 00:00:00.000
209,503,2012-08-14 00:00:00.000,3,491,19.9395,3.00,0.00,2012-08-07 00:00:00.000
210,504,2012-08-14 00:00:00.000,3,528,38.157,3.00,0.00,2012-08-07 00:00:00.000
211,505,2012-08-14 00:00:00.000,3,505,44.2155,3.00,0.00,2012-08-07 00:00:00.000
212,506,2012-08-14 00:00:00.000,550,938,31.4895,550.00,82.00,2012-08-07 00:00:00.000
212,507,2012-08-14 00:00:00.000,550,939,48.2895,550.00,0.00,2012-08-07 00:00:00.000
213,508,2012-08-29 00:00:00.000,60,358,6.9825,60.00,0.00,2012-08-22 00:00:00.000
214,509,2012-08-29 00:00:00.000,3,375,43.2705,3.00,3.00,2012-08-22 00:00:00.000
214,510,2012-08-29 00:00:00.000,3,376,47.544,3.00,3.00,2012-08-22 00:00:00.000
215,511,2012-08-29 00:00:00.000,60,356,3.381,60.00,0.00,2012-08-22 00:00:00.000
215,512,2012-08-29 00:00:00.000,60,357,4.3155,57.00,0.00,2012-08-22 00:00:00.000
216,513,2012-08-29 00:00:00.000,3,386,47.4915,3.00,0.00,2012-08-22 00:00:00.000
216,514,2012-08-29 00:00:00.000,3,387,43.2705,3.00,0.00,2012-08-22 00:00:00.000
216,515,2012-08-29 00:00:00.000,3,388,47.544,3.00,0.00,2012-08-22 00:00:00.000
216,516,2012-08-29 00:00:00.000,3,389,43.2705,3.00,0.00,2012-08-22 00:00:00.000
217,517,2012-08-29 00:00:00.000,3,490,12.3585,3.00,0.00,2012-08-22 00:00:00.000
218,518,2012-08-29 00:00:00.000,550,513,39.1965,550.00,0.00,2012-08-22 00:00:00.000
219,519,2012-08-29 00:00:00.000,3,410,36.9705,3.00,0.00,2012-08-22 00:00:00.000
219,520,2012-08-29 00:00:00.000,3,411,34.8705,3.00,0.00,2012-08-22 00:00:00.000
219,521,2012-08-29 00:00:00.000,3,412,39.144,3.00,0.00,2012-08-22 00:00:00.000
219,522,2012-08-29 00:00:00.000,3,413,47.5755,3.00,0.00,2012-08-22 00:00:00.000
219,523,2012-08-29 00:00:00.000,3,414,45.4755,3.00,0.00,2012-08-22 00:00:00.000
220,524,2012-08-29 00:00:00.000,550,931,34.8705,550.00,0.00,2012-08-22 00:00:00.000
220,525,2012-08-29 00:00:00.000,550,932,39.7635,550.00,55.00,2012-08-22 00:00:00.000
220,526,2012-08-29 00:00:00.000,550,933,43.9845,550.00,0.00,2012-08-22 00:00:00.000
221,527,2012-08-30 00:00:00.000,3,427,47.754,3.00,0.00,2012-08-23 00:00:00.000
221,528,2012-08-30 00:00:00.000,3,428,43.4805,3.00,0.00,2012-08-23 00:00:00.000
221,529,2012-08-30 00:00:00.000,3,429,41.3805,3.00,0.00,2012-08-23 00:00:00.000
221,530,2012-08-30 00:00:00.000,3,430,45.654,3.00,0.00,2012-08-23 00:00:00.000
222,531,2012-08-30 00:00:00.000,3,346,47.649,3.00,0.00,2012-08-23 00:00:00.000
222,532,2012-08-30 00:00:00.000,3,347,43.3755,3.00,0.00,2012-08-23 00:00:00.000
223,533,2012-08-30 00:00:00.000,550,931,34.3455,550.00,0.00,2012-08-23 00:00:00.000
223,534,2012-08-30 00:00:00.000,550,932,39.2385,550.00,0.00,2012-08-23 00:00:00.000
224,535,2012-08-30 00:00:00.000,3,341,47.4705,3.00,3.00,2012-08-23 00:00:00.000
224,536,2012-08-30 00:00:00.000,3,342,45.3705,3.00,3.00,2012-08-23 00:00:00.000
225,537,2012-09-07 00:00:00.000,550,928,32.7705,550.00,0.00,2012-08-31 00:00:00.000
225,538,2012-09-07 00:00:00.000,550,929,37.086,523.00,0.00,2012-08-31 00:00:00.000
225,539,2012-09-07 00:00:00.000,550,930,43.0395,550.00,0.00,2012-08-31 00:00:00.000
226,540,2012-09-07 00:00:00.000,550,332,10.815,468.00,0.00,2012-08-31 00:00:00.000
227,541,2012-09-07 00:00:00.000,550,948,82.8345,550.00,0.00,2012-08-31 00:00:00.000
227,542,2012-09-07 00:00:00.000,550,907,82.8345,550.00,0.00,2012-08-31 00:00:00.000
228,543,2012-09-07 00:00:00.000,1250,325,0.21,1250.00,0.00,2012-08-31 00:00:00.000
228,544,2012-09-07 00:00:00.000,1250,326,0.21,1250.00,0.00,2012-08-31 00:00:00.000
229,545,2012-09-07 00:00:00.000,3,320,49.644,3.00,0.00,2012-08-31 00:00:00.000
229,546,2012-09-07 00:00:00.000,3,321,44.3205,3.00,0.00,2012-08-31 00:00:00.000
229,547,2012-09-07 00:00:00.000,60,322,28.6965,60.00,0.00,2012-08-31 00:00:00.000
230,548,2012-09-07 00:00:00.000,550,930,42.5145,550.00,0.00,2012-08-31 00:00:00.000
