"purchaseorderid","revisionnumber","status","employeeid","vendorid","shipmethodid","orderdate","shipdate","subtotal","taxamt","freight","modifieddate"
191,4,4,258,1672,4,2012-06-22 00:00:00.000,2012-07-01 00:00:00.000,28597.023,2287.7618,714.9256,2012-07-01 00:00:00.000
192,4,4,250,1600,1,2012-06-22 00:00:00.000,2012-07-01 00:00:00.000,1276.275,102.102,31.9069,2012-07-01 00:00:00.000
193,4,4,257,1522,1,2012-06-25 00:00:00.000,2012-07-04 00:00:00.000,2003.925,160.314,50.0981,2012-07-04 00:00:00.000
194,4,3,261,1570,2,2012-06-25 00:00:00.000,2012-07-04 00:00:00.000,28343.7,2267.496,708.5925,2012-07-04 00:00:00.000
195,4,4,251,1516,1,2012-06-25 00:00:00.000,2012-07-04 00:00:00.000,454.86,36.3888,11.3715,2012-07-04 00:00:00.000
196,4,4,253,1506,5,2012-06-25 00:00:00.000,2012-07-04 00:00:00.000,43878.45,3510.276,1096.9613,2012-07-04 00:00:00.000
197,4,4,255,1626,2,2012-06-25 00:00:00.000,2012-07-04 00:00:00.000,7132.125,570.57,178.3031,2012-07-04 00:00:00.000
198,4,4,256,1542,2,2012-06-25 00:00:00.000,2012-07-04 00:00:00.000,28343.7,2267.496,708.5925,2012-07-04 00:00:00.000
199,4,4,259,1610,4,2012-06-25 00:00:00.000,2012-07-04 00:00:00.000,22516.725,1801.338,562.9181,2012-07-04 00:00:00.000
200,4,4,260,1638,5,2012-06-25 00:00:00.000,2012-07-04 00:00:00.000,34644.225,2771.538,866.1056,2012-07-04 00:00:00.000
201,4,4,258,1582,5,2012-07-27 00:00:00.000,2012-08-05 00:00:00.000,532.917,42.6334,13.3229,2012-08-05 00:00:00.000
202,4,4,254,1510,5,2012-07-27 00:00:00.000,2012-08-05 00:00:00.000,143.0415,11.4433,3.576,2012-08-05 00:00:00.000
203,4,4,257,1526,2,2012-07-27 00:00:00.000,2012-08-05 00:00:00.000,28199.325,2255.946,704.9831,2012-08-05 00:00:00.000
204,4,3,261,1644,1,2012-07-27 00:00:00.000,2012-08-05 00:00:00.000,3713.325,297.066,92.8331,2012-08-05 00:00:00.000
205,4,4,251,1680,5,2012-07-27 00:00:00.000,2012-08-05 00:00:00.000,63831.075,5106.486,1595.7769,2012-08-05 00:00:00.000
206,4,4,253,1584,5,2012-07-27 00:00:00.000,2012-08-05 00:00:00.000,13361.04,1068.8832,334.026,2012-08-05 00:00:00.000
207,4,4,255,1620,5,2012-07-27 00:00:00.000,2012-08-05 00:00:00.000,5711.475,456.918,142.7869,2012-08-05 00:00:00.000
208,4,4,256,1666,4,2012-07-27 00:00:00.000,2012-08-05 00:00:00.000,627.4485,50.1959,15.6862,2012-08-05 00:00:00.000
209,4,4,259,1592,2,2012-07-31 00:00:00.000,2012-08-09 00:00:00.000,97.965,7.8372,2.4491,2012-08-09 00:00:00.000
210,4,4,250,1618,4,2012-07-31 00:00:00.000,2012-08-09 00:00:00.000,114.471,9.1577,2.8618,2012-08-09 00:00:00.000
211,4,4,258,1612,4,2012-07-31 00:00:00.000,2012-08-09 00:00:00.000,132.6465,10.6117,3.3162,2012-08-09 00:00:00.000
212,4,4,254,1586,5,2012-07-31 00:00:00.000,2012-08-09 00:00:00.000,43878.45,3510.276,1096.9613,2012-08-09 00:00:00.000
213,4,4,257,1500,1,2012-08-15 00:00:00.000,2012-08-24 00:00:00.000,418.95,33.516,10.4738,2012-08-24 00:00:00.000
214,4,3,261,1656,4,2012-08-15 00:00:00.000,2012-08-24 00:00:00.000,272.4435,21.7955,6.8111,2012-08-24 00:00:00.000
215,4,4,251,1572,1,2012-08-15 00:00:00.000,2012-08-24 00:00:00.000,461.79,36.9432,11.5448,2012-08-24 00:00:00.000
216,4,4,253,1562,5,2012-08-15 00:00:00.000,2012-08-24 00:00:00.000,544.7295,43.5784,13.6182,2012-08-24 00:00:00.000
217,4,4,255,1662,2,2012-08-15 00:00:00.000,2012-08-24 00:00:00.000,37.0755,2.966,0.9269,2012-08-24 00:00:00.000
218,4,4,256,1682,4,2012-08-15 00:00:00.000,2012-08-24 00:00:00.000,21558.075,1724.646,538.9519,2012-08-24 00:00:00.000
219,4,4,259,1686,4,2012-08-15 00:00:00.000,2012-08-24 00:00:00.000,612.108,48.9686,15.3027,2012-08-24 00:00:00.000
220,4,4,260,1684,5,2012-08-15 00:00:00.000,2012-08-24 00:00:00.000,65240.175,5219.214,1631.0044,2012-08-24 00:00:00.000
221,4,4,250,1534,5,2012-08-16 00:00:00.000,2012-08-25 00:00:00.000,534.807,42.7846,13.3702,2012-08-25 00:00:00.000
222,4,4,254,1614,5,2012-08-16 00:00:00.000,2012-08-25 00:00:00.000,273.0735,21.8459,6.8268,2012-08-25 00:00:00.000
223,4,4,257,1588,5,2012-08-16 00:00:00.000,2012-08-25 00:00:00.000,40471.2,3237.696,1011.78,2012-08-25 00:00:00.000
224,4,3,261,1622,5,2012-08-16 00:00:00.000,2012-08-25 00:00:00.000,278.523,22.2818,6.9631,2012-08-25 00:00:00.000
225,4,4,251,1632,5,2012-08-24 00:00:00.000,2012-09-02 00:00:00.000,62092.8,4967.424,1552.32,2012-09-02 00:00:00.000
226,4,4,253,1608,5,2012-08-24 00:00:00.000,2012-09-02 00:00:00.000,5948.25,475.86,148.7063,2012-09-02 00:00:00.000
227,5,4,255,1576,5,2012-08-24 00:00:00.000,2012-09-02 00:00:00.000,91117.95,7289.436,2277.9488,2012-09-02 00:00:00.000
228,4,4,256,1590,1,2012-08-24 00:00:00.000,2012-09-02 00:00:00.000,525,42,13.125,2012-09-02 00:00:00.000
229,4,4,259,1514,5,2012-08-24 00:00:00.000,2012-09-02 00:00:00.000,2003.6835,160.2947,50.0921,2012-09-02 00:00:00.000
230,4,4,260,1498,4,2012-08-24 00:00:00.000,2012-09-02 00:00:00.000,26455.275,2116.422,661.3819,2012-09-02 00:00:00.000
231,4,4,258,1674,2,2012-08-24 00:00:00.000,2012-09-02 00:00:00.000,944.37,75.5496,23.6093,2012-09-02 00:00:00.000
232,4,4,254,1652,4,2012-08-24 00:00:00.000,2012-09-02 00:00:00.000,44594.55,3567.564,1114.8638,2012-09-02 00:00:00.000
233,4,4,257,1578,5,2012-08-28 00:00:00.000,2012-09-06 00:00:00.000,26720.925,2137.674,668.0231,2012-09-06 00:00:00.000
234,4,3,261,1538,5,2012-08-28 00:00:00.000,2012-09-06 00:00:00.000,37843.575,3027.486,946.0894,2012-09-06 00:00:00.000
235,4,4,251,1556,4,2012-08-28 00:00:00.000,2012-09-06 00:00:00.000,25531.275,2042.502,638.2819,2012-09-06 00:00:00.000
236,4,4,253,1554,4,2012-08-28 00:00:00.000,2012-09-06 00:00:00.000,482.517,38.6014,12.0629,2012-09-06 00:00:00.000
237,4,4,255,1688,4,2012-09-05 00:00:00.000,2012-09-14 00:00:00.000,125.748,10.0598,3.1437,2012-09-14 00:00:00.000
238,4,4,256,1580,5,2012-09-05 00:00:00.000,2012-09-14 00:00:00.000,150.7905,12.0632,3.7698,2012-09-14 00:00:00.000
239,4,4,252,1496,4,2012-09-05 00:00:00.000,2012-09-14 00:00:00.000,602.028,48.1622,15.0507,2012-09-14 00:00:00.000
240,4,4,260,1494,2,2012-09-05 00:00:00.000,2012-09-14 00:00:00.000,8847.3,707.784,221.1825,2012-09-14 00:00:00.000
241,4,4,258,1650,5,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,171.0765,13.6861,4.2769,2012-09-30 00:00:00.000
242,4,4,254,1654,4,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,20397.3,1631.784,509.9325,2012-09-30 00:00:00.000
243,4,4,257,1664,3,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,14628.075,1170.246,365.7019,2012-09-30 00:00:00.000
244,4,3,261,1678,3,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,33350.625,2668.05,833.7656,2012-09-30 00:00:00.000
245,5,4,250,1616,4,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,475.6815,38.0545,11.892,2012-09-30 00:00:00.000
246,4,4,253,1492,5,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,564.1965,45.1357,14.1049,2012-09-30 00:00:00.000
247,4,4,255,1602,5,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,1796.0355,143.6828,44.9009,2012-09-30 00:00:00.000
248,5,4,256,1540,4,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,665.028,53.2022,16.6257,2012-09-30 00:00:00.000
249,4,4,259,1628,5,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,34644.225,2771.538,866.1056,2012-09-30 00:00:00.000
250,4,4,260,1604,4,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,1839.5055,147.1604,45.9876,2012-09-30 00:00:00.000
251,4,4,258,1690,5,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,146.286,11.7029,3.6572,2012-09-30 00:00:00.000
252,4,4,254,1566,5,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,102.564,8.2051,2.5641,2012-09-30 00:00:00.000
253,4,4,252,1698,5,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,150.7905,12.0632,3.7698,2012-09-30 00:00:00.000
254,5,3,261,1560,5,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,13669.425,1093.554,341.7356,2012-09-30 00:00:00.000
255,4,4,251,1692,5,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,2934.54,234.7632,73.3635,2012-09-30 00:00:00.000
256,4,4,253,1696,2,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,50860.425,4068.834,1271.5106,2012-09-30 00:00:00.000
257,4,4,255,1504,1,2012-10-02 00:00:00.000,2012-10-11 00:00:00.000,551.88,44.1504,13.797,2012-10-11 00:00:00.000
258,4,4,256,1544,1,2012-10-02 00:00:00.000,2012-10-11 00:00:00.000,6987.75,559.02,174.6938,2012-10-11 00:00:00.000
259,4,4,259,1530,2,2012-10-02 00:00:00.000,2012-10-11 00:00:00.000,28072.275,2245.782,701.8069,2012-10-11 00:00:00.000
260,4,4,260,1508,1,2012-10-02 00:00:00.000,2012-10-11 00:00:00.000,37312.275,2984.982,932.8069,2012-10-11 00:00:00.000
261,4,4,258,1694,1,2012-10-11 00:00:00.000,2012-10-20 00:00:00.000,3407.25,272.58,85.1813,2012-10-20 00:00:00.000
262,7,4,254,1624,2,2012-10-11 00:00:00.000,2012-10-20 00:00:00.000,28297.5,2263.8,707.4375,2012-10-20 00:00:00.000
263,4,4,257,1548,2,2012-10-11 00:00:00.000,2012-10-20 00:00:00.000,59.9445,4.7956,1.4986,2012-10-20 00:00:00.000
264,4,3,261,1598,4,2012-10-11 00:00:00.000,2012-10-20 00:00:00.000,240.723,19.2578,6.0181,2012-10-20 00:00:00.000
265,4,4,251,1658,5,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,43878.45,3510.276,1096.9613,2012-10-26 00:00:00.000
266,4,4,253,1536,4,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,475.209,38.0167,11.8802,2012-10-26 00:00:00.000
267,4,4,255,1568,5,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,5757.675,460.614,143.9419,2012-10-26 00:00:00.000
268,4,4,256,1648,5,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,142.4115,11.3929,3.5603,2012-10-26 00:00:00.000
269,4,4,259,1646,2,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,48030.675,3842.454,1200.7669,2012-10-26 00:00:00.000
270,4,4,260,1672,4,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,22516.725,1801.338,562.9181,2012-10-26 00:00:00.000
271,5,4,258,1600,1,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,1276.275,102.102,31.9069,2012-10-26 00:00:00.000
272,4,4,254,1522,1,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,2003.925,160.314,50.0981,2012-10-26 00:00:00.000
273,4,4,257,1570,4,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,22516.725,1801.338,562.9181,2012-10-26 00:00:00.000
274,4,3,261,1516,1,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,454.86,36.3888,11.3715,2012-10-26 00:00:00.000
275,4,4,251,1506,5,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,43878.45,3510.276,1096.9613,2012-10-26 00:00:00.000
276,4,4,253,1626,2,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,7132.125,570.57,178.3031,2012-10-26 00:00:00.000
277,6,4,252,1542,2,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,28343.7,2267.496,708.5925,2012-10-26 00:00:00.000
278,4,4,256,1610,4,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,22516.725,1801.338,562.9181,2012-10-26 00:00:00.000
279,4,4,259,1638,5,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,34644.225,2771.538,866.1056,2012-10-26 00:00:00.000
280,4,4,260,1582,4,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,371.2275,29.6982,9.2807,2012-10-26 00:00:00.000
281,4,4,258,1510,5,2013-02-08 00:00:00.000,2013-02-17 00:00:00.000,143.0415,11.4433,3.576,2013-02-17 00:00:00.000
282,4,4,254,1526,2,2013-02-08 00:00:00.000,2013-02-17 00:00:00.000,28199.325,2255.946,704.9831,2013-02-17 00:00:00.000
283,4,4,257,1644,1,2013-02-08 00:00:00.000,2013-02-17 00:00:00.000,3713.325,297.066,92.8331,2013-02-17 00:00:00.000
284,5,3,261,1680,5,2013-02-08 00:00:00.000,2013-02-17 00:00:00.000,43878.45,3510.276,1096.9613,2013-02-17 00:00:00.000
285,4,4,251,1584,5,2013-02-08 00:00:00.000,2013-02-17 00:00:00.000,2979.27,238.3416,74.4818,2013-02-17 00:00:00.000
286,4,4,253,1620,5,2013-02-08 00:00:00.000,2013-02-17 00:00:00.000,5711.475,456.918,142.7869,2013-02-17 00:00:00.000
287,4,4,255,1666,4,2013-02-08 00:00:00.000,2013-02-17 00:00:00.000,347.445,27.7956,8.6861,2013-02-17 00:00:00.000
288,4,4,252,1592,2,2013-02-08 00:00:00.000,2013-02-17 00:00:00.000,97.965,7.8372,2.4491,2013-02-17 00:00:00.000
289,4,4,259,1618,4,2013-02-13 00:00:00.000,2013-02-22 00:00:00.000,114.471,9.1577,2.8618,2013-02-22 00:00:00.000
290,5,4,260,1612,4,2013-02-13 00:00:00.000,2013-02-22 00:00:00.000,132.6465,10.6117,3.3162,2013-02-22 00:00:00.000
291,4,4,258,1586,5,2013-02-13 00:00:00.000,2013-02-22 00:00:00.000,43878.45,3510.276,1096.9613,2013-02-22 00:00:00.000
292,4,4,250,1500,1,2013-02-13 00:00:00.000,2013-02-22 00:00:00.000,418.95,33.516,10.4738,2013-02-22 00:00:00.000
293,4,4,257,1656,4,2013-02-13 00:00:00.000,2013-02-22 00:00:00.000,389.655,31.1724,9.7414,2013-02-22 00:00:00.000
294,4,3,261,1572,1,2013-02-13 00:00:00.000,2013-02-22 00:00:00.000,461.79,36.9432,11.5448,2013-02-22 00:00:00.000
295,4,4,251,1562,4,2013-02-13 00:00:00.000,2013-02-22 00:00:00.000,982.4535,78.5963,24.5613,2013-02-22 00:00:00.000
296,4,4,253,1662,2,2013-02-13 00:00:00.000,2013-02-22 00:00:00.000,37.0755,2.966,0.9269,2013-02-22 00:00:00.000
297,5,4,255,1682,4,2013-04-05 00:00:00.000,2013-04-14 00:00:00.000,21558.075,1724.646,538.9519,2013-04-14 00:00:00.000
298,4,4,256,1686,5,2013-04-05 00:00:00.000,2013-04-14 00:00:00.000,688.8735,55.1099,17.2218,2013-04-14 00:00:00.000
299,4,4,259,1684,4,2013-04-05 00:00:00.000,2013-04-14 00:00:00.000,20980.575,1678.446,524.5144,2013-04-14 00:00:00.000
300,4,4,260,1534,4,2013-04-05 00:00:00.000,2013-04-14 00:00:00.000,372.645,29.8116,9.3161,2013-04-14 00:00:00.000
301,4,4,258,1614,4,2013-04-12 00:00:00.000,2013-04-21 00:00:00.000,260.4735,20.8379,6.5118,2013-04-21 00:00:00.000
302,4,4,254,1588,5,2013-04-12 00:00:00.000,2013-04-21 00:00:00.000,40471.2,3237.696,1011.78,2013-04-21 00:00:00.000
303,5,4,257,1622,5,2013-04-12 00:00:00.000,2013-04-21 00:00:00.000,414.855,33.1884,10.3714,2013-04-21 00:00:00.000
304,4,3,261,1632,5,2013-04-12 00:00:00.000,2013-04-21 00:00:00.000,38421.075,3073.686,960.5269,2013-04-21 00:00:00.000
305,4,4,251,1608,5,2013-04-24 00:00:00.000,2013-05-03 00:00:00.000,5948.25,475.86,148.7063,2013-05-03 00:00:00.000
306,4,4,253,1576,5,2013-04-24 00:00:00.000,2013-05-03 00:00:00.000,91117.95,7289.436,2277.9488,2013-05-03 00:00:00.000
307,4,4,255,1590,1,2013-04-24 00:00:00.000,2013-05-03 00:00:00.000,525,42,13.125,2013-05-03 00:00:00.000
308,4,4,256,1514,5,2013-04-24 00:00:00.000,2013-05-03 00:00:00.000,2003.6835,160.2947,50.0921,2013-05-03 00:00:00.000
309,4,4,259,1498,4,2013-04-24 00:00:00.000,2013-05-03 00:00:00.000,26455.275,2116.422,661.3819,2013-05-03 00:00:00.000
310,4,4,250,1674,2,2013-04-24 00:00:00.000,2013-05-03 00:00:00.000,944.37,75.5496,23.6093,2013-05-03 00:00:00.000
311,4,4,258,1652,1,2013-04-24 00:00:00.000,2013-05-03 00:00:00.000,6993.525,559.482,174.8381,2013-05-03 00:00:00.000
312,4,4,254,1578,3,2013-04-24 00:00:00.000,2013-05-03 00:00:00.000,36122.625,2889.81,903.0656,2013-05-03 00:00:00.000
313,4,4,257,1538,5,2013-04-24 00:00:00.000,2013-05-03 00:00:00.000,37843.575,3027.486,946.0894,2013-05-03 00:00:00.000
314,4,3,261,1556,4,2013-04-24 00:00:00.000,2013-05-03 00:00:00.000,25531.275,2042.502,638.2819,2013-05-03 00:00:00.000
315,4,4,251,1554,4,2013-04-24 00:00:00.000,2013-05-03 00:00:00.000,111.069,8.8855,2.7767,2013-05-03 00:00:00.000
316,4,4,253,1688,4,2013-04-24 00:00:00.000,2013-05-03 00:00:00.000,125.748,10.0598,3.1437,2013-05-03 00:00:00.000
317,4,4,255,1580,5,2013-04-24 00:00:00.000,2013-05-03 00:00:00.000,150.7905,12.0632,3.7698,2013-05-03 00:00:00.000
318,4,4,256,1496,4,2013-04-24 00:00:00.000,2013-05-03 00:00:00.000,235.9035,18.8723,5.8976,2013-05-03 00:00:00.000
319,4,4,259,1494,2,2013-04-24 00:00:00.000,2013-05-03 00:00:00.000,8847.3,707.784,221.1825,2013-05-03 00:00:00.000
320,4,4,260,1650,5,2013-04-24 00:00:00.000,2013-05-03 00:00:00.000,171.0765,13.6861,4.2769,2013-05-03 00:00:00.000
321,4,4,250,1654,4,2013-04-25 00:00:00.000,2013-05-04 00:00:00.000,20397.3,1631.784,509.9325,2013-05-04 00:00:00.000
322,7,4,254,1664,3,2013-04-25 00:00:00.000,2013-05-04 00:00:00.000,14628.075,1170.246,365.7019,2013-05-04 00:00:00.000
323,4,4,257,1678,4,2013-04-25 00:00:00.000,2013-05-04 00:00:00.000,25334.925,2026.794,633.3731,2013-05-04 00:00:00.000
324,5,3,261,1616,5,2013-04-25 00:00:00.000,2013-05-04 00:00:00.000,278.523,22.2818,6.9631,2013-05-04 00:00:00.000
325,4,4,251,1492,4,2013-04-25 00:00:00.000,2013-05-04 00:00:00.000,1497.51,119.8008,37.4378,2013-05-04 00:00:00.000
326,4,4,253,1602,5,2013-04-25 00:00:00.000,2013-05-04 00:00:00.000,1796.0355,143.6828,44.9009,2013-05-04 00:00:00.000
327,4,4,255,1540,4,2013-04-25 00:00:00.000,2013-05-04 00:00:00.000,738.99,59.1192,18.4748,2013-05-04 00:00:00.000
328,6,4,256,1628,5,2013-04-25 00:00:00.000,2013-05-04 00:00:00.000,34644.225,2771.538,866.1056,2013-05-04 00:00:00.000
329,4,4,259,1604,4,2013-04-25 00:00:00.000,2013-05-04 00:00:00.000,1839.5055,147.1604,45.9876,2013-05-04 00:00:00.000
330,5,4,260,1690,5,2013-04-25 00:00:00.000,2013-05-04 00:00:00.000,146.286,11.7029,3.6572,2013-05-04 00:00:00.000
331,4,4,258,1566,5,2013-04-25 00:00:00.000,2013-05-04 00:00:00.000,102.564,8.2051,2.5641,2013-05-04 00:00:00.000
332,4,4,254,1698,5,2013-04-25 00:00:00.000,2013-05-04 00:00:00.000,150.7905,12.0632,3.7698,2013-05-04 00:00:00.000
333,4,4,257,1560,5,2013-04-25 00:00:00.000,2013-05-04 00:00:00.000,13669.425,1093.554,341.7356,2013-05-04 00:00:00.000
334,4,3,261,1692,5,2013-04-25 00:00:00.000,2013-05-04 00:00:00.000,6444.9,515.592,161.1225,2013-05-04 00:00:00.000
335,6,4,251,1696,2,2013-04-25 00:00:00.000,2013-05-04 00:00:00.000,152581.275,12206.502,3814.5319,2013-05-04 00:00:00.000
336,5,4,253,1504,1,2013-04-25 00:00:00.000,2013-05-04 00:00:00.000,551.88,44.1504,13.797,2013-05-04 00:00:00.000
337,4,4,255,1544,1,2013-05-09 00:00:00.000,2013-05-18 00:00:00.000,6987.75,559.02,174.6938,2013-05-18 00:00:00.000
338,4,4,256,1530,2,2013-05-09 00:00:00.000,2013-05-18 00:00:00.000,28072.275,2245.782,701.8069,2013-05-18 00:00:00.000
339,4,4,252,1508,1,2013-05-09 00:00:00.000,2013-05-18 00:00:00.000,37312.275,2984.982,932.8069,2013-05-18 00:00:00.000
340,4,4,260,1694,1,2013-05-09 00:00:00.000,2013-05-18 00:00:00.000,7623,609.84,190.575,2013-05-18 00:00:00.000
341,4,4,258,1624,2,2013-05-09 00:00:00.000,2013-05-18 00:00:00.000,28297.5,2263.8,707.4375,2013-05-18 00:00:00.000
342,4,4,254,1548,2,2013-05-09 00:00:00.000,2013-05-18 00:00:00.000,59.9445,4.7956,1.4986,2013-05-18 00:00:00.000
343,4,4,257,1598,4,2013-05-09 00:00:00.000,2013-05-18 00:00:00.000,358.155,28.6524,8.9539,2013-05-18 00:00:00.000
344,4,3,261,1658,5,2013-05-09 00:00:00.000,2013-05-18 00:00:00.000,43878.45,3510.276,1096.9613,2013-05-18 00:00:00.000
345,4,4,250,1536,5,2013-05-14 00:00:00.000,2013-05-23 00:00:00.000,414.918,33.1934,10.373,2013-05-23 00:00:00.000
346,4,4,253,1568,2,2013-05-14 00:00:00.000,2013-05-23 00:00:00.000,29989.575,2399.166,749.7394,2013-05-23 00:00:00.000
347,4,4,255,1648,5,2013-05-14 00:00:00.000,2013-05-23 00:00:00.000,142.4115,11.3929,3.5603,2013-05-23 00:00:00.000
348,4,4,256,1646,2,2013-05-14 00:00:00.000,2013-05-23 00:00:00.000,48030.675,3842.454,1200.7669,2013-05-23 00:00:00.000
349,4,4,259,1672,4,2013-05-22 00:00:00.000,2013-05-31 00:00:00.000,693.5985,55.4879,17.34,2013-05-31 00:00:00.000
350,4,4,260,1600,1,2013-05-22 00:00:00.000,2013-05-31 00:00:00.000,1276.275,102.102,31.9069,2013-05-31 00:00:00.000
351,4,4,258,1522,1,2013-05-22 00:00:00.000,2013-05-31 00:00:00.000,2003.925,160.314,50.0981,2013-05-31 00:00:00.000
352,4,4,254,1570,2,2013-05-22 00:00:00.000,2013-05-31 00:00:00.000,28343.7,2267.496,708.5925,2013-05-31 00:00:00.000
353,4,4,252,1516,1,2013-05-22 00:00:00.000,2013-05-31 00:00:00.000,454.86,36.3888,11.3715,2013-05-31 00:00:00.000
354,4,3,261,1506,5,2013-05-22 00:00:00.000,2013-05-31 00:00:00.000,43878.45,3510.276,1096.9613,2013-05-31 00:00:00.000
355,4,4,251,1626,2,2013-05-22 00:00:00.000,2013-05-31 00:00:00.000,7132.125,570.57,178.3031,2013-05-31 00:00:00.000
356,4,4,253,1542,2,2013-05-22 00:00:00.000,2013-05-31 00:00:00.000,28343.7,2267.496,708.5925,2013-05-31 00:00:00.000
357,4,4,255,1610,4,2013-05-22 00:00:00.000,2013-05-31 00:00:00.000,22516.725,1801.338,562.9181,2013-05-31 00:00:00.000
358,4,4,256,1638,5,2013-05-22 00:00:00.000,2013-05-31 00:00:00.000,34644.225,2771.538,866.1056,2013-05-31 00:00:00.000
359,4,4,259,1582,4,2013-05-22 00:00:00.000,2013-05-31 00:00:00.000,117.369,9.3895,2.9342,2013-05-31 00:00:00.000
360,4,4,260,1510,5,2013-05-22 00:00:00.000,2013-05-31 00:00:00.000,143.0415,11.4433,3.576,2013-05-31 00:00:00.000
361,4,4,258,1526,2,2013-05-22 00:00:00.000,2013-05-31 00:00:00.000,28199.325,2255.946,704.9831,2013-05-31 00:00:00.000
362,4,4,254,1644,1,2013-05-22 00:00:00.000,2013-05-31 00:00:00.000,3713.325,297.066,92.8331,2013-05-31 00:00:00.000
363,4,4,257,1680,4,2013-05-22 00:00:00.000,2013-05-31 00:00:00.000,19952.625,1596.21,498.8156,2013-05-31 00:00:00.000
364,4,3,261,1584,5,2013-05-22 00:00:00.000,2013-05-31 00:00:00.000,6540.66,523.2528,163.5165,2013-05-31 00:00:00.000
365,4,4,251,1620,5,2013-05-23 00:00:00.000,2013-06-01 00:00:00.000,5711.475,456.918,142.7869,2013-06-01 00:00:00.000
366,4,4,253,1666,5,2013-05-23 00:00:00.000,2013-06-01 00:00:00.000,566.0865,45.2869,14.1522,2013-06-01 00:00:00.000
367,4,4,255,1592,2,2013-05-23 00:00:00.000,2013-06-01 00:00:00.000,97.965,7.8372,2.4491,2013-06-01 00:00:00.000
368,4,4,256,1618,4,2013-05-23 00:00:00.000,2013-06-01 00:00:00.000,114.471,9.1577,2.8618,2013-06-01 00:00:00.000
369,4,4,259,1612,4,2013-05-23 00:00:00.000,2013-06-01 00:00:00.000,132.6465,10.6117,3.3162,2013-06-01 00:00:00.000
370,4,4,260,1586,5,2013-05-23 00:00:00.000,2013-06-01 00:00:00.000,43878.45,3510.276,1096.9613,2013-06-01 00:00:00.000
371,4,4,258,1500,1,2013-05-23 00:00:00.000,2013-06-01 00:00:00.000,418.95,33.516,10.4738,2013-06-01 00:00:00.000
372,4,4,254,1656,4,2013-05-23 00:00:00.000,2013-06-01 00:00:00.000,240.723,19.2578,6.0181,2013-06-01 00:00:00.000
373,4,4,257,1572,1,2013-05-23 00:00:00.000,2013-06-01 00:00:00.000,461.79,36.9432,11.5448,2013-06-01 00:00:00.000
374,4,3,261,1562,4,2013-05-23 00:00:00.000,2013-06-01 00:00:00.000,253.323,20.2658,6.3331,2013-06-01 00:00:00.000
375,4,4,251,1662,2,2013-05-23 00:00:00.000,2013-06-01 00:00:00.000,37.0755,2.966,0.9269,2013-06-01 00:00:00.000
376,4,4,253,1682,4,2013-05-23 00:00:00.000,2013-06-01 00:00:00.000,21558.075,1724.646,538.9519,2013-06-01 00:00:00.000
377,5,4,252,1686,4,2013-05-23 00:00:00.000,2013-06-01 00:00:00.000,260.4735,20.8379,6.5118,2013-06-01 00:00:00.000
378,4,4,256,1684,5,2013-05-23 00:00:00.000,2013-06-01 00:00:00.000,86220.75,6897.66,2155.5188,2013-06-01 00:00:00.000
379,4,4,259,1534,4,2013-05-23 00:00:00.000,2013-06-01 00:00:00.000,465.2865,37.2229,11.6322,2013-06-01 00:00:00.000
380,4,4,260,1614,5,2013-05-23 00:00:00.000,2013-06-01 00:00:00.000,428.4,34.272,10.71,2013-06-01 00:00:00.000
381,4,4,258,1588,5,2013-05-29 00:00:00.000,2013-06-07 00:00:00.000,40471.2,3237.696,1011.78,2013-06-07 00:00:00.000
